Sales/Revenues,Gross Margin,EBITDA,EBITDA Margin,Net Income Before Extras,Total Debt,Net Debt,LT Debt,ST Debt,Cash,Free Cash Flow,Total Debt/EBITDA,Net Debt/EBITDA,Total MV,Total Debt/MV,Net Debt/MV,CFO/Debt,CFO,Interest Coverage,Total Liquidity,Current Liquidity,Current Liabilities,EPS Before Extras,PE,ROA,ROE,InvGrd,Rating
0.021952957,0.025293279,0.099030471,0.075424138,0.123969704,-0.010307565,-0.032917345,-0.03045991,0.089551818,0.279375427,-0.053211795,-0.099485708,-0.120058292,0.042344511,-0.05051076,-0.072201726,0.01539882,0.004930965,0.103801897,-0.054324095,0.21221112,0.055399623,0.13986014,-0.075485527,0.142217168,0.282273429,1,A1
0.024456793,0.022495354,0.099030471,0.072791034,0.130910507,0.028717085,0.036597165,0.189487585,-0.449238996,-0.052401747,0.187180646,-0.063977791,-0.056807976,-0.061971423,0.096684719,0.105078304,0.088014282,0.119257154,0.140513426,-0.664584374,0.077520965,-0.120580658,0.145762712,-0.169022701,0.15087337,0.322714749,1,A1
0.024755905,0.017351801,0.165743536,0.137584156,0.139202547,0.047522391,0.073041778,0.225961263,-0.579810413,-0.190230768,0.111265839,-0.10141248,-0.079522037,0.055538497,-0.007590586,0.016583706,0.02984321,0.078782475,0.217047744,-0.883076363,0.000624388,-0.190734276,0.157894737,-0.075377983,0.175074429,0.313843417,1,A1
0.024755905,0.017351801,0.060701743,0.035079536,0.139202547,0.047522391,0.073041778,0.225961263,-0.579810413,-0.190230768,0.111265839,-0.012424836,0.011633284,0.115563107,-0.060986829,-0.038110761,0.02984321,0.078782475,0.107383082,-0.883076363,0.000624388,-0.190734276,0.157894737,-0.022798006,0.175074429,0.313843417,1,A1
0.0187208,0.010665548,0.060701743,0.041210015,0.107115876,0.054920201,0.065732255,0.195248072,-0.521420908,-0.0625,0.157610162,-0.0054507,0.004742548,-0.043589272,0.102990809,0.114298104,0.034250004,0.091049818,0.100640233,-0.868489068,0.1153374,-0.159445788,0.121019108,-0.12559761,0.139548739,0.325610057,1,A1
0.026288083,0.013844882,0.118777673,0.090119077,0.134961926,0.067646424,0.082762283,0.130878572,-0.192054559,-0.096513605,0.421195009,-0.045702863,-0.032191324,-0.046068743,0.119213292,0.135062485,0.113071193,0.188365437,0.188806416,-0.264309325,-0.084676133,-0.012931559,0.152866242,-0.151956653,0.168441565,0.347221678,1,A1
0.024388396,0.028458354,0.225898236,0.196710796,0.12754282,0.103113789,0.126549414,0.107202245,0.085086083,-0.123856373,0.491451711,-0.100158808,-0.081041728,0.047190671,0.05340347,0.075778563,0.075067658,0.185923651,0.283478286,0.299335795,-0.152351399,0.033613812,0.153374233,-0.066829723,0.150606596,0.341863464,1,A1
0.072055251,0.017399834,0.107214591,0.032796387,0.196380108,0.136810255,0.126010498,-0.38345281,1.766508449,0.249339026,0.917599725,0.026729462,0.016975657,0.471653544,-0.2275296,-0.234870183,0.167616236,0.32735795,-0.080607216,2.626880164,-0.168140466,0.501870333,0.192,0.234608693,0.034976089,0.127290375,1,A1
0.068421173,0.013346087,0.122195691,0.050334543,0.203207725,0.050612937,0.004687053,-0.275897314,0.608997801,1.008762623,2.322400197,-0.063788121,-0.104713083,0.348290598,-0.220781043,-0.254843546,0.439156345,0.511992394,0.090761442,0.552430248,0.608988481,0.24846336,0.197651663,0.125778656,0.134567282,0.095988837,1,A1
0.394303675,-0.034435052,0.365671477,-0.02053401,0.379397642,0.050612937,0.004687053,-0.275897314,0.608997801,1.008762623,2.322400197,-0.230698676,-0.264327375,0.374534624,-0.235662978,-0.269064559,0.439156345,0.511992394,-0.05808099,0.552430248,0.608988481,0.24846336,0.256360078,0.094061076,0.300705933,0.256478325,1,A1
0.387165436,-0.038478241,0.438348663,0.036895015,0.072372644,0.331206112,0.322215759,0.002102089,0.83216128,0.461039219,3.417617161,-0.074490307,-0.080740464,0.207025411,0.102878628,0.095431269,0.467398532,0.953415442,0.016270863,0.904614377,-0.063974125,0.560886916,-0.011320755,0.220846324,-0.116001176,-0.141790631,1,A1
0.502419067,-0.075231292,0.418467467,-0.055879869,0.111888749,0.331206112,0.322215759,0.002102089,0.83216128,0.461039219,3.417617161,-0.06151826,-0.067856228,-0.061568373,0.418552635,0.408964085,0.467398532,0.953415442,-0.081822403,0.904614377,-0.063974125,0.560886916,-0.018867925,-0.043521607,-0.083426516,-0.110166252,1,A1
0.471070867,-0.077091534,0.347554969,-0.083965594,0.023194389,0.42851812,0.446380789,1.229383735,0.099637491,0.229992975,1.938661353,0.060081582,0.073337256,-0.072727273,0.540566097,0.559823313,0.219156854,0.741590254,-0.088765905,0.082457126,0.095090432,0.123189102,-0.097222222,0.027132846,-0.163801907,-0.182632124,1,A1
0.460491827,-0.084111656,0.3799761,-0.055130442,-0.174818768,0.328248862,0.315325052,1.219692658,-0.037828281,0.471883677,2.074803828,-0.037483823,-0.046849538,-0.253368438,0.778982267,0.761669548,0.415843476,0.88059501,-0.009166988,-0.105006409,0.318111032,0.116665506,-0.274305556,0.032704408,-0.330827753,-0.340758492,1,A1
0.533448777,-0.091467269,0.461107457,-0.047174154,-0.199243412,0.254584899,0.184293536,0.509777417,0.076434645,0.914690901,0.740423037,-0.141346216,-0.189454524,-0.200152799,0.568528862,0.480656311,0.254887632,0.574361905,0.053175694,-0.087313333,0.5218631,0.258118165,-0.322147651,0.183850942,-0.350419854,-0.382751543,1,A1
0.432969899,-0.076307785,0.407580766,-0.017716551,-0.246418505,0.254584899,0.184293536,0.509777417,0.076434645,0.914690901,0.740423037,-0.108694123,-0.158631836,-0.239263572,0.649158152,0.556787586,0.254887632,0.574361905,0.116011863,-0.087313333,0.5218631,0.258118165,-0.32885906,0.137222778,-0.388688658,-0.419115586,1,A1
0.406723638,-0.057842614,0.478424882,0.050969711,-0.259800556,0.200921939,0.166976204,0.366888916,0.07318891,0.555133898,0.79209983,-0.187701753,-0.210662887,-0.318342608,0.761764176,0.71195981,0.360686273,0.634078942,0.154107734,-0.015053387,0.19987677,0.296079061,-0.346405229,0.045863727,-0.395559796,-0.437845676,1,A1
0.077938291,-0.056712985,0.071077266,-0.006364298,-0.354345939,0.200921939,0.166976204,0.366888916,0.07318891,0.555133898,0.79209983,0.121228194,0.089534865,-0.364730345,0.890422021,0.836971298,0.360686273,0.634078942,0.178315905,-0.015053387,0.19987677,0.296079061,-0.37694704,0.022470195,-0.472764703,-0.509649429,1,A1
-0.000645167,-0.091041317,0.091261959,0.091967667,0.046344191,-0.006399637,-0.033729164,-0.036968086,0.019050337,0.350775563,0.087658854,-0.089494325,-0.114538335,-0.208587721,0.255471878,0.220941746,0.132869923,0.125617358,0.209505471,-0.030628738,0.212436849,0.114105396,0.042307692,-0.232737372,-0.123291442,-0.15293868,1,A1
0.012497713,-0.13900841,0.077475544,0.064178939,0.292349879,-0.121739757,-0.224486149,-0.163197601,-0.087223742,1.221073912,0.301632104,-0.184890485,-0.280249463,0.02356417,-0.141962751,-0.242343006,0.375863907,0.208364231,0.133295346,-0.283154025,0.983259527,0.119919383,0.284615385,-0.194845597,0.082429539,0.020147265,1,A1
0.019831718,-0.158441528,0.052161355,0.031702751,0.602466334,-0.055440055,-0.147215866,-0.15954416,0.043184885,0.856060606,0.244,-0.102266949,-0.189493058,0.08278747,-0.12765715,-0.212415238,0.18473118,0.119047619,0.042251668,-0.133004926,0.647697713,0.126461988,0.598086124,-0.317886316,0.352604684,0.264840872,1,A1
-0.031391485,-0.133677851,0.056435227,0.090671797,0.64478337,-0.127196065,-0.13261944,-0.447443182,0.186369958,-0.09569378,0.320325968,-0.173821513,-0.178955797,-0.004355344,-0.123374076,-0.128820354,0.285582793,0.122062218,0.059374367,0.301960784,-0.210460467,0.145357686,0.712871287,-0.414547376,0.421220889,0.308966113,1,A1
0.036526688,-0.147895786,0.096608753,0.057963747,0.747748754,-0.127196065,-0.13261944,-0.447443182,0.186369958,-0.09569378,0.320325968,-0.20408773,-0.209033937,-0.29562743,0.239124227,0.231417254,0.285582793,0.122062218,-0.000272873,0.301960784,-0.210460467,0.145357686,0.73,-0.591441466,0.510190975,0.390908922,1,A1
0.021068473,-0.114432216,0.058940373,0.037089676,0.680851064,-0.063390313,-0.101204819,-0.44028777,0.30606488,0.232704403,0.256260308,-0.115522141,-0.151231059,-0.114211875,0.057370963,0.014688033,0.112082575,0.041588067,-0.056389802,0.327272727,0.034038391,0.19212963,0.68,-0.470670491,0.449039592,0.44025511,1,A1
0.021068473,-0.071722736,0.202162162,0.177359011,0.680851064,-0.063390313,-0.101204819,-0.44028777,0.30606488,0.232704403,0.256260308,-0.220895774,-0.252351134,-0.137272238,0.085631682,0.041805133,0.112082575,0.041588067,0.071233588,0.327272727,0.034038391,0.19212963,0.68,-0.484450939,0.449039592,0.44025511,1,A1
-0.000992556,-0.124991877,0.015991471,0.017000782,0.153605016,-0.271076524,-0.302225413,0.00736377,-0.490150637,0.020134228,0.366040315,-0.28254973,-0.313208424,-0.119107769,-0.172519241,-0.207877096,0.546596461,0.127351204,-0.035844855,-0.596638655,0.417830135,-0.28049576,0.151291513,-0.240682678,0.169300561,0.049664071,1,A1
-0.018858561,-0.089104545,-0.041821666,-0.023404005,0.156739812,-0.271076524,-0.302225413,0.00736377,-0.490150637,0.020134228,0.366040315,-0.239261163,-0.271769707,0.037246255,-0.297248616,-0.327280599,0.546596461,0.127351204,-0.090708303,-0.596638655,0.417830135,-0.28049576,0.151291513,-0.105907661,0.172478065,0.052516394,1,A1
-0.031594416,-0.038357234,-0.029561672,0.002097684,-0.063451777,-0.175348496,-0.13059034,0.159322034,-0.430789133,-0.379591837,0.1414791,-0.150228264,-0.10410625,-0.05760673,-0.124934426,-0.07744379,0.273449071,0.050151976,-0.029561635,-0.454545455,-0.133230181,-0.284231019,-0.065868263,0.001174709,-0.050357075,-0.126061544,1,A1
-0.044085231,-0.045078685,-0.079510703,-0.037063243,-0.175126904,-0.263389582,-0.32647585,0.161016949,-0.587322122,0.024489796,0.144694534,-0.199762631,-0.268297455,-0.20728712,-0.070775378,-0.150357414,0.54119136,0.135258359,0.025090398,-0.871212121,0.47683473,-0.306294614,-0.173652695,-0.031884069,-0.161589826,-0.248816164,1,A1
-0.028248588,-0.116795257,-0.210621062,-0.187672679,-0.263291139,-0.330038023,-0.375335121,0.742930591,-0.780777538,-0.071428571,0.168449198,-0.151279382,-0.208663415,0.203434379,-0.443290534,-0.480936662,0.806412869,0.210227273,0.265512273,-0.971232877,0.430352906,-0.350809061,-0.267857143,0.663257316,-0.226321356,-0.255996998,1,A1
-0.028248588,-0.116795257,-0.211330935,-0.188404258,-0.263291139,-0.330038023,-0.375335121,0.742930591,-0.780777538,-0.071428571,0.168449198,-0.150515748,-0.207950949,0.37386408,-0.512348812,-0.545321128,0.806412869,0.210227273,0.264374221,-0.971232877,0.430352906,-0.350809061,-0.267857143,0.898806994,-0.226321356,-0.255996998,1,A1
0.000248385,-0.050292144,-0.094438615,-0.094663957,-0.298913043,-0.177046263,-0.24382716,-0.013157895,-0.431818182,0.25,0.433802817,-0.091222647,-0.164968032,0.287701311,-0.360907626,-0.412774673,0.633660773,0.344428365,0.84885449,-0.791666667,0.28017648,-0.023572076,-0.294871795,0.875078766,-0.240458917,-0.273521584,1,A1
0.018462317,-0.028481308,-0.093487395,-0.109922789,-0.300813008,-0.177046263,-0.24382716,-0.013157895,-0.431818182,0.25,0.433802817,-0.09217632,-0.16584395,0.12583645,-0.269029087,-0.328348198,0.633660773,0.344428365,0.850796549,-0.791666667,0.28017648,-0.023572076,-0.294871795,0.639380164,-0.24251733,-0.275490342,1,A1
0.038688189,0.032156464,0.034330011,-0.0041926,0.089230769,0.005976096,0.1062417,-0.010218978,0.040752351,-0.294820717,0.412921348,-0.027412895,0.069525008,0.193055928,-0.156806153,-0.072764362,0.165724493,0.172690763,1.333872768,1.279411765,-0.384622592,0.145930776,0.007246377,0.249489149,0.192511304,0.236514599,1,A1
0.047316205,0.064880588,0.148863636,0.096957054,0.319078947,0.039014374,0.107006369,-0.2696793,0.774305556,-0.243386243,0.235443038,-0.095615539,-0.03643314,0.049428765,-0.009918088,0.054855631,0.040453772,0.081047382,1.429025928,2.717171717,-0.388534289,0.237368923,0.3828125,-0.197785846,0.438962448,0.54481291,1,A1
0.047017189,0.075853177,0.184720639,0.131517576,0.501718213,0.202043133,0.3018598,-0.277286136,1.802955665,-0.181318681,0.14416476,0.014621312,0.098875206,-0.098811238,0.333838659,0.444611368,-0.128050023,0.048122066,1.407658056,19,-0.401943171,0.36889332,0.585365854,-0.390549342,0.65147461,0.686397168,1,A1
0.025080705,0.091048992,0.209733488,0.180137469,0.945736434,0.205405405,0.273469388,-0.277037037,1.508,-0.057894737,-0.15324165,-0.00357702,0.052686455,-0.082517648,0.313815167,0.388006143,-0.266847153,-0.116254037,0.935573545,6.466666667,-0.350002267,0.449396472,1.072727273,-0.529552605,0.993747601,1.315053728,1,A1
0.023094115,0.099533254,0.225955968,0.198284672,0.980620155,0.205405405,0.273469388,-0.277037037,1.508,-0.057894737,-0.15324165,-0.016762732,0.03875634,-0.063686589,0.287396256,0.360084748,-0.266847153,-0.116254037,0.96152953,6.466666667,-0.350002267,0.449396472,1.109090909,-0.528174383,1.02949206,1.35655867,1,A1
0.029053886,0.104096949,0.212050985,0.177832322,0.992248062,0.155675676,0.220408163,-0.266666667,1.296,-0.094736842,-0.2043222,-0.046511519,0.006895782,0.094548338,0.055845729,0.11499061,-0.252065071,-0.135629709,1.077801658,5.7,-0.32807115,0.34726091,1.145454545,-0.467892317,1.113172924,1.697949035,1,A1
0.022200296,0.078921199,0.119914347,0.095590086,0.451977401,0.058415842,0.076830732,-0.269911504,0.728915663,-0.028248588,-0.194831014,-0.05491275,-0.038470034,-0.031888615,0.093282594,0.112295014,-0.13392642,-0.083333333,0.5598807,1.593548387,-0.179604125,0.184489796,0.697841727,-0.40616665,0.520369089,0.839133642,1,A1
0.006801069,0.022730978,-0.011869436,-0.018544837,0.211970075,0.134387352,0.105868815,-0.043912176,0.309197652,0.307692308,-0.340163934,0.148013615,0.119152575,0.026505801,0.105092597,0.077321819,-0.25979697,-0.160322953,0.330175775,0.309782609,0.176292787,0.111710324,0.276836158,-0.161791038,0.259194196,0.509171396,1,A1
0.005794302,-0.009498661,-0.038498556,-0.044039148,0.167048055,0.078375826,0.034065934,-0.030612245,0.172231986,0.348993289,-0.366,0.121554203,0.075470233,0.122137688,-0.038998447,-0.078480271,-0.248174914,-0.18924972,0.192261791,0.10952381,0.280894942,0.053168245,0.225641026,-0.053934394,0.192784477,0.41900805,1,A1
0.025436047,-0.028935095,-0.026819923,-0.050959444,0.045816733,-0.130941704,-0.177350427,-0.030737705,-0.208931419,0.111731844,0.002320186,-0.106991708,-0.15467926,0.147573597,-0.242703613,-0.283140816,0.178701467,0.024360536,0.081311207,-0.337053571,0.22126101,-0.089686099,0.083333333,0.082228155,0.045400683,0.150477109,1,A1
0.027427184,-0.036428064,-0.039697543,-0.065332015,0.02739726,-0.130941704,-0.177350427,-0.030737705,-0.208931419,0.111731844,0.002320186,-0.095016012,-0.14334319,0.212132824,-0.283033483,-0.321317656,0.178701467,0.024360536,0.067002731,-0.337053571,0.22126101,-0.089686099,0.064655172,0.158251826,0.026988548,0.130214305,1,A1
0.043436293,-0.032638697,0.021988528,-0.020553616,0.062256809,-0.28344247,-0.404682274,-0.04040404,-0.493031359,0.348837209,0.22962963,-0.298859381,-0.417491397,0.158980697,-0.381734246,-0.486344297,0.562403401,0.119551681,-0.046144053,-0.853233831,0.543500451,-0.126119917,0.093220339,0.06289598,0.033309341,-0.009459968,1,A1
0.071598467,-0.072585754,-0.049490873,-0.112993392,-0.236156949,-0.012115338,7.319886599,-0.205058939,14.27272727,0.480108382,5.781640869,0.039321508,7.753030071,-0.122023945,0.125179804,8.477011494,0.914804615,0.891606851,-0.111480594,0.306477296,0.076893922,0.374424695,-0.247619048,0.194924596,-0.271510571,-0.258167534,1,A1
0.081258869,-0.000142664,0.041865565,-0.03643824,-0.065427797,-0.100317086,1.688022449,-0.321958289,16.81132075,0.125799574,0.940691251,-0.136469517,1.579997678,-0.11317992,0.014505719,2.031199411,0.481049563,0.332474247,0.127666264,-0.064912659,-0.151842018,0.327346466,-0.040816327,-0.054751787,-0.099081994,-0.092116809,1,A1
0.07706801,0.008438157,0.02693272,-0.046551826,-0.065427797,-0.100317086,1.688022449,-0.321958289,16.81132075,0.125799574,0.940691251,-0.123913293,1.617509449,0.121771205,-0.197982849,1.396258095,0.481049563,0.332474247,0.111503648,-0.064912659,-0.151842018,0.327346466,-0.040816327,0.200589675,-0.099081994,-0.092116809,1,A1
0.077412135,0.009452742,0.114528884,0.034445822,0.504941176,-0.290134054,-0.467008798,-0.297846075,0.181818182,-0.334247638,0.245693191,-0.363079836,-0.521778114,0.157464113,-0.386702805,-0.539531227,0.491662414,0.058880309,0.348442357,-0.340551608,-0.393644778,0.097957492,0.607594937,-0.261941143,0.475782716,0.475096944,1,A1
0.089461377,0.014213988,0.212006605,0.112481282,0.712923729,1.05340211,5.793963694,1.06516404,0.323076923,0.351343785,-0.273473857,0.69421848,4.605528279,0.361812012,0.507851047,3.98869377,-0.611882211,-0.20303757,-0.163809395,0.351867693,0.198979083,0.127076167,0.914285714,-0.27233331,0.616630526,0.856374766,1,A1
0.10504666,0.016686319,0.241685896,0.123642506,0.636101776,1.043904587,-0.851881709,1.559159407,-0.941666667,0.328497504,-0.173779964,0.646072283,-0.880711559,0.494216162,0.36787689,-0.900862183,-0.561813897,-0.104389625,-0.361815068,0.515417314,0.206356009,0.101247894,0.82278481,-0.166815213,0.502947878,0.749920903,1,A1
0.142138739,0.01777009,0.31905857,0.154899727,0.714354297,1.064262448,-0.893969967,1.583564411,-0.936904762,0.325290264,0.075900843,0.564951846,-0.919617774,0.376015082,0.500166636,-0.922954726,-0.472496029,0.088906624,-0.470072549,0.51103732,0.233939927,0.074030741,0.949367089,-0.278503492,0.601546147,0.782784534,1,A1
0.115412106,0.008698281,0.247239495,0.118192969,0.47928749,1.283233315,-0.835633626,2.049962801,-0.943855932,0.643560227,0.383503122,0.830630226,-0.868217181,0.344500616,0.698202738,-0.877749187,-0.474244704,0.200422312,-0.53705085,0.989160055,0.467991079,0.119598429,0.638297872,-0.161172227,0.360985911,0.561179474,1,A1
0.11467649,0.040458106,0.446933145,0.298078332,0.493371997,1.283233315,-0.835633626,2.049962801,-0.943855932,0.643560227,0.383503122,0.57798269,-0.886402867,0.183113337,0.929871648,-0.861061061,-0.474244704,0.200422312,-0.462928748,0.989160055,0.467991079,0.119598429,0.64893617,-0.227209361,0.373944103,0.576043685,1,A1
0.137961987,0.001572268,0.195750156,0.050782256,0.214285714,-0.346752286,-0.546466333,-0.432993521,8.011627907,-0.198052828,0.29803994,-0.453692023,-0.620712972,0.136970591,-0.425453535,-0.601094609,0.881810288,0.229287462,-0.343609483,-0.346973423,-0.326395191,0.190530171,0.28358209,-0.105299911,0.155086244,0.217696221,1,A1
0.163063407,0.001197025,0.213903965,0.043713636,0.251391466,-0.343071132,-1.068725932,-0.432753689,8.348837209,0.197223741,-0.240769028,-0.458830181,-1.056614667,0.086297243,-0.395257049,-1.06327663,0.77935105,0.16890652,-0.201053014,0.049356465,-0.063198784,0.277990844,0.328358209,-0.170568786,0.122715174,0.199556218,1,A1
0.119931474,-0.001946149,0.126845575,0.00617621,0.1875,-0.336133606,-0.32513388,-0.429261399,15.40816327,-0.335670805,-0.376739987,-0.410863253,-0.401112691,0.017885066,-0.347796119,-0.336968085,0.564313794,0.038495819,0.02910895,-0.42485554,-0.403935778,0.114524639,0.236111111,-0.164804582,0.129181368,0.184487026,1,A1
0.083560598,-0.003008924,0.060747634,-0.021055827,0.133295996,-0.34268069,-0.057248092,-0.434652741,14.16981132,-0.33406311,-0.52137791,-0.380324913,-0.111242163,-0.16492246,-0.212862855,0.12926249,0.299441524,-0.145851803,0.239342902,-0.423188388,-0.417260403,0.142767953,0.155844156,-0.273001034,0.059663966,0.162652338,1,A1
0.10434382,-0.002576463,0.072183929,-0.029120788,0.150378045,-0.339828978,-2.43510687,-0.471720787,20.47169811,-0.403088132,-0.799762708,-0.384273999,-2.338506425,-0.151623303,-0.221841695,-2.691421763,-0.10251308,-0.407505277,0.53456327,-0.53136221,-0.454627006,0.094502924,0.175324675,-0.273664686,0.075459764,0.125298044,1,A1
0.105072616,-0.033022665,-0.075789959,-0.163663485,0.139528433,-0.339828978,-2.43510687,-0.471720787,20.47169811,-0.403088132,-0.799762708,-0.285691386,-2.55278698,0.144121884,-0.422994101,-2.254322767,-0.10251308,-0.407505277,0.322775626,-0.53136221,-0.454627006,0.094502924,0.167741935,-0.213012064,0.065316692,0.114684971,1,A1
0.094276792,-0.000406567,0.105859358,0.010587646,0.081779435,0.335138801,-3.115336979,-0.022535428,2.571814363,-0.09532392,-0.596227426,0.207330594,-2.912832044,-0.181680966,0.631568782,-3.584996305,-0.463374486,-0.283530581,1.156027967,-0.461323998,-0.201453855,0.13290469,0.090909091,-0.236184231,0.005438458,0.110447525,1,A1
0.064123527,-0.000936266,0.010592088,-0.05030205,-0.050420168,0.269769182,0.895704908,-0.058611946,2.272258065,0.006200208,-0.46792451,0.256459249,0.875839276,-0.276204676,0.754329722,1.619038985,-0.340199411,-0.162206156,0.542137252,-0.56104637,-0.108176646,0.128250128,-0.034883721,-0.216243532,-0.083229806,-0.113360598,1,A1
0.046684561,-0.000957112,0.023649421,-0.022009077,-0.048678033,0.177151366,-12.37242764,-0.065989664,1.606965174,-0.359231936,0.2342423,0.149955716,-12.10986939,-0.236975288,0.542753663,-15.90201729,-0.177900289,-0.032263949,0.055975198,-0.676985262,-0.386483697,0.044418739,-0.02247191,-0.173495981,-0.01522679,-0.019579199,1,A1
0.03344255,-0.004479562,0.003899643,-0.028587265,-0.167478092,-0.000359971,6.635678913,-0.012449078,0.046572935,-0.482046718,2.916966687,-0.004243372,6.60601985,-0.015913621,0.015808958,6.759802771,0.636165949,0.635576605,-0.27971327,-0.630876299,-0.502155681,0.040393175,-0.132596685,0.207427575,-0.140913041,-0.142735347,1,A1
0.043271932,-0.006497043,0.034063409,-0.008825598,-0.210077897,-0.061375112,3.066508332,-0.022634687,-0.211775044,-0.288417181,3.315543672,-0.092294921,2.932543363,-0.277160994,0.298540245,4.625215393,0.870886953,0.756061295,-0.304831313,-0.309995299,-0.305486078,0.024577901,-0.165745856,0.09391386,-0.183671262,-0.152962147,1,A1
0.020122122,-0.007614409,-0.006829915,-0.02641865,-0.20093573,-0.270323288,-0.052664808,-0.042784536,-0.659711555,-0.33381523,1.29671799,-0.265304774,-0.046149433,0.107900179,-0.341389923,-0.144913033,1.034636267,0.484626539,-0.419955275,-0.037279958,-0.306253096,-0.039727582,-0.161111111,0.380289871,-0.208853486,-0.174132312,1,A1
0.035336064,-0.004226169,-0.008261727,-0.042109304,-0.210293031,-0.100321702,1.864311648,-0.027710048,-0.224582407,-0.673413943,1.128788591,-0.092826377,1.888178321,0.176755323,-0.23545748,1.434006659,0.638086141,0.473750151,-0.446379026,-1.081808796,-0.701824147,0.095279362,-0.161111111,0.451523021,-0.24220578,-0.185572324,1,A1
0.036481112,-0.002111933,0.048445418,0.011542629,-0.13998391,-0.079455988,0.496116665,-0.014160489,-0.194006309,-0.536071887,0.839607659,-0.121990859,0.426985433,0.208807547,-0.238471512,0.237676544,0.490877601,0.372419044,-0.351563868,-1.174392936,-0.564352833,0.064918207,-0.090361446,0.375088092,-0.158643313,-0.101750089,1,A1
0.031007875,-0.0017171,0.019592403,-0.011068436,-0.167012987,-0.01259214,0.645780475,-0.00679348,-0.02480916,-0.51201702,0.355851656,-0.031565388,0.614155036,0.263173718,-0.218316153,0.30289803,0.265448259,0.249512635,-0.221997751,-1.14747996,-0.54464998,0.071666492,-0.132183908,0.500825295,-0.194159241,-0.175387249,1,A1
